"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
"[""Year >= 1900"",""Earthquake Magnitude >= 1"",""Deaths >= 1""]"																																						
	2004	2	24	2	14	34			"BURUNDI:  RUYAGA"	-3.393	29.558	10	4.7		3	1						1	24	1			3	1						1	24	1		
	2004	2	24	2	27	46.2			"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH"	35.142	-3.997	0	6.4	9	628	3			926	3	400	4	2539	4			628	3			926	3	400	4	2539	4		
	2004	3	25	19	30	49			"TURKEY:  ERZURUM"	39.93	40.812		5.6		10	1			46	1		1	45	1	45	1	10	1			46	1		1	45	1		
	2004	4	5	21	24	4			"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN"	36.512	71.029	187	6.5		3	1			5	1							3	1			5	1						
	2004	5	1	7	56	13.6			"TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK"	24.081	121.611	45	5.2		2	1			1	1		1					2	1			1	1		1				
	2004	5	8	20	11	44.2			"PAKISTAN:  QUETTA"	30.126	67.121	10	4.5		1	1			30	1		1					1	1			30	1		1				1
	2004	5	28	12	38	44.4			"IRAN:  MAZANDARAN, QAZVIN, TEHRAN"	36.29	51.61	17	6.3	8	35	1			400	3	165	4	3880	4		3	35	1			400	3	165	4	3880	4		3
	2004	7	1	22	30	9.3			"TURKEY:  DOGUBEYAZIT"	39.766	43.979	5	5.1		18	1			21	1							18	1			21	1						
	2004	7	12	13	4	7.1			"SLOVENIA: BOVEC, KOBARID"	46.296	13.641	8	5.2		1	1			5	1		1		1		1	1	1			5	1		1		1		1
	2004	7	18	4	22	22.6			"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA"	-38	176.51	5	5.4		1	1			2	1		2			5	1	1	1			2	1		2			5	1
	2004	7	18	8	31	45.8			"AFGHANISTAN: PAKTIA PROVINCE"	33.426	69.524	10	5.2		2	1			40	1		3		3		3	2	1			40	1		3		3		
	2004	7	30	7	14	7.8			"TURKEY:  DOGUBEYAZIT"	39.634	43.966	5	4		1	1			5	1		1					1	1			5	1		1				2
	2004	8	10	10	26	14.7			"CHINA:  YUNNAN PROVINCE:  LUDIAN"	27.266	103.873	6	5.4		4	1			600	3	50	4	18556	4	65601	4	4	1			600	3	50	4	18556		65601	4
	2004	8	11	15	48	26.8			"TURKEY:  ELAZIG, SIVRICE"	38.377	39.261	7	5.7		1	1			11	1		1					1	1			11	1		1				
	2004	9	7	11	53	6.1			"ARGENTINA: CATAMARCA"	-28.573	-65.84	22	6.1		1	1				2		1		2		2	1	1				2		1		2		
	2004	10	23	8	56	0.8			"JAPAN:  HONSHU:  NIIGATA PREFECTURE"	37.226	138.779	16	6.6		40	1			3183	4	28000	4	6000	4			40	1			3183	4	28000	4	6000	4		
	2004	11	11	21	26	41.1	3013		"INDONESIA:  KEPULAUAN ALOR"	-8.152	124.868	10	7.5		34	1			400	3		3	781	3	16712	4	34	1			400	3		3	781	3	16712	4
	2004	11	20	8	7	22			"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS"	9.602	-84.172	16	6.4		8	1				2		3	526	3			8	1				2		3	526	3		
	2004	11	21	11	41	7.7	2693		"GUADELOUPE:  BASSE-TERRE, LES SAINTES"	15.679	-61.706	14	6.3		1	1			12	1		2		3			1	1			12	1		2		3		
	2004	11	26	2	25	3.3			"INDONESIA:  NABIRE"	-3.609	135.404	10	7.1	8	32	1			130	3	55	4	328	3			32	1			130	3	55	4	328	3		
	2004	12	26	0	58	53.4	2439		"INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST"	3.316	95.854	30	9.1		1001	4				3	10000	4		3		3	227899	4				3	10000	4		4		4
	2005	1	23	20	10	12.1			"INDONESIA:  SULAWESI:  PALU"	-1.198	119.933	11	6.3		1	1			4	1		2					1	1			4	1		2				
	2005	1	25	16	44	16.1			"TURKEY:  HAKKARI"	37.622	43.703	41	5.9		2	1			22	1		1					2	1			22	1		1				
	2005	2	2	5	55	18.2			"INDONESIA:  JAVA:  GARUT"	-7.037	107.819	15	4.8		1	1				2		2		2		2	1	1				2		2		2		
	2005	2	22	2	25	22.9			"IRAN:  KERMAN PROVINCE:  ZARAND"	30.754	56.816	14	6.4		612	3			1411	4		4	8000	4	8000	4	612	3			1411	4		4	8000	4		
	2005	3	9	10	15	31.8			"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN"	-26.913	26.789	5	4.3		2	1			58	2		2					2	1			58	2		2				
	2005	3	20	1	53	41.8			"JAPAN:  KYUSHU:  FUKUOKA, GENKAI"	33.807	130.131	10	6.6		1	1			500	3		2	65	2			1	1			500	3		2	65	2		
	2005	3	28	16	9	36.5	2487		"INDONESIA:  SUMATERA:  SW"	2.085	97.108	30	8.6		1303	4			340	3		4	300	3	300	3	1313	4			340	3		4	300	3		
	2005	6	13	22	44	33.9			"CHILE:  TARAPACA"	-19.987	-69.197	116	7.7		11	1			200	3			544	3			11	1			200	3			544	3		
	2005	7	25	15	43	41.1			"CHINA:  DAQING"	46.827	125.058	48	4.7		1	1			12	1							1	1			12	1						
	2005	9	26	1	55	37.6			"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA"	-5.678	-76.398	115	7.5		5	1			60	2		2		3			5	1			60	2		2		3		
	2005	10	8	3	50	39.1			"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA"	34.451	73.649	15	7.6	8	76213	4			146599	4	6680	4		3		3	76213	4			146599	4	6680	4		3		
	2005	10	20	21	40	4			"TURKEY:  IZMIR"	38.152	26.751	10	5.9		1	1			15	1		1		2		2	1	1			15	1		1		2		
	2005	10	27	11	18	57.3			"CHINA:  GUANGXI PROVINCE"	23.604	107.798	10	4.2		1	1			1	1		1		1			1	1			1	1		1		1		
	2005	11	26	0	49	37.6			"CHINA:  JIANGXI:  JIUJIANG, RUICHANG"	29.695	115.689	10	5.2		16	1			8000	4		3	150000	4			16	1			8000	4		3	150000	4		
	2005	11	27	10	22	19.1			"IRAN:  QESHM, ZIRANG"	26.774	55.858	10	6		13	1			100	2		2					13	1			100	2		2				
	2005	12	5	12	19	56.6			"CONGO:  KALEMIE"	-6.224	29.83	22	6.8	4	6	1						1	300	3			6	1						1	300	3		
	2005	12	12	21	47	46			"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN"	36.357	71.093	225	6.5		5	1			1	1		1	100	2	100	2	5	1			1	1		1	100	2		
	2005	12	14	7	9	54.1			"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG"	30.476	79.255	44	5.3		1	1			4	1		2	1	1	1	1	1	1			4	1		2	1	1		
	2006	2	14	0	55	25			"INDIA:  SIKKIM"	27.382	88.388	30	5.3		2	1			2	1		1					2	1			2	1		1				
	2006	2	22	22	19	7.8			"MOZAMBIQUE"	-21.324	33.583	11	7	5	4	1			36	1		2	294	3			4	1			36	1		2	294	3		
	2006	3	10	7	50	14.3			"PAKISTAN:  MIRPUR DISTRICT"	33.129	73.887	10	4.9		1	1			22	1							1	1			22	1						
	2006	3	20	19	44	25.1			"ALGERIA:  NORTHERN"	36.623	5.328	10	4.9		4	1			9	1			62	2	62	2	4	1			9	1			62	2		
	2006	3	25	7	28	57.6			"IRAN:  SOUTHERN"	27.574	55.685	18	5.9		1	1			1	1		1					1	1			1	1		1				
	2006	3	31	1	17	0.9			"IRAN:  WESTERN:  BORUJERD, DORUD"	33.5	48.78	7	6.1		70	2			1300	4		3		3		3	70	2			1300	4		3		3		
	2006	5	26	22	53	58.9			"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA"	-7.961	110.446	13	6.3		5749	4			38568	4	3100	4	127000	4	127000	4	5749	4			38568	4	3100	4	127000	4		
	2006	6	3	7	15	35.6			"IRAN:  SOUTHERN:  QESHM"	26.759	55.843	5	5.1		2	1			4	1		1		2		2	2	1			4	1		1		2		
	2006	7	22	1	10	29			"CHINA:  YANJIN"	27.995	104.138	56	4.9		22	1			106	3							22	1			106	3						
	2006	7	29	0	11	51.3			"TAJIKISTAN:  PANJ-QUMSANGIR"	37.255	68.828	34	5.6		3	1			19	1			721	3	721	3	3	1			19	1			721	3		
	2006	8	25	5	51	44.3			"CHINA:  SICHUAN PROVINCE"	28.012	104.151	22	4.6		1	1			31	1		2					1	1			31	1		2				
	2006	9	29	18	23	5.9			"TRINIDAD:  GASPARILLO"	10.814	-61.758	52	5.5		1	1											1	1										
	2006	12	1	14	1	47.5			"INDONESIA:  SUMABAWA:  BIMA"	-8.251	118.777	43	6.3		1	1			14	1		1	20	1			1	1			14	1		1	20	1		
	2006	12	17	21	39	17.4			"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI"	0.626	99.859	30	5.8		7	1			100	2		3	680	3			7	1			100	2		3	680	2		
	2006	12	26	12	26	21.1	3622		"TAIWAN:  PINGTUNG"	21.799	120.547	10	7		2	1			40	1		1		2			2	1			40	1		1		2		
	2007	1	21	11	27	45			"INDONESIA:  MOLUCCA ISLANDS:  N"	1.065	126.282	22	7.5		4	1			4	1		1					4	1			4	1		1				
	2007	3	6	3	49	38.9			"INDONESIA:  SUMATRA:  SOUTHERN"	-0.493	100.498	19	6.4	8	67	2			826	3		3	43719	4		4	67	2			826	3		3	43719	4		4
	2007	3	25	0	41	57.8	3035		"JAPAN:  HONSHU:  W COAST"	37.336	136.588	8	6.7		1	1			150	3		3	58	2	455	3	1	1			150	3		3	58	2	455	3
	2007	4	1	20	39	56.3	3037		"SOLOMON ISLANDS"	-8.466	157.043	24	8.1		2	1						3	300	3	500	3	52	2						3	2500	4	500	3
	2007	4	21	17	53	46.3	3044		"CHILE:  SOUTHERN"	-45.243	-72.648	37	6.2	7	2	1						1			2	1	10	1						1			2	1
	2007	6	2	21	34	57.7			"CHINA:  YUNNAN PROVINCE:  NING'ER"	23.028	101.052	5	6.1		3	1			329	3	310	4					3	1			329	3	310	4				
	2007	7	16	1	13	22	3104		"JAPAN:  HONSHU:  W COAST"	37.57	138.478	10	6.6		9	1			1088	4	12500	4			875	3	9	1			1088	4	12500	4			875	3
	2007	7	21	22	44	13.5			"TAJIKISTAN:  RASHT, ASHT"	38.936	70.485	10	5.2		12	1											12	1										
	2007	8	2	2	37	42.3	3155		"RUSSIA:  TATAR STRAIT"	47.116	141.798	5	6.2		2	1			12	1		1	11	1	20	1	2	1			12	1		1	11	2	20	1
	2007	8	6	8	48	40			"UTAH:  HUNTINGTON"	39.465	-111.237	2	4.2		9	1				1							9	1				1						
	2007	8	15	23	40	57.8	3168		"PERU:  ICA, PISCO, LIMA"	-13.386	-76.603	39	8	8	514	3			1090	4		4	52154	4	23632	4	514	3			1090	4		4	52154	4	23632	4
	2007	8	17	0	38	56			"UTAH"	39.464	-111.207	0	1.6		3	1			6	1							3	1			6	1						
	2007	9	12	11	10	26.8	3228		"INDONESIA:  SUMATRA"	-4.438	101.367	34	8.4		25	1			161	3		3	56425	4		4	25	1			161	3		3	56425	4		4
	2007	10	26	6	50	6.6			"PAKISTAN:  GHANCHE"	35.304	76.753	10	4.8		1	1			12	1							1	1			12	1						
	2007	11	6	9	38	5.7			"INDIA:  GUJARAT"	21.181	70.724	10	5.1		1	1			5	1		1		2		2	1	1			5	1		1		2		
	2007	11	7	4	12	38.6			"PHILIPPINES:  BOHOL ISLAND:  MABINI"	9.721	124.647	72	5.1		1	1											1	1										
	2007	11	14	15	40	50.5	3293		"CHILE:  TOCOPILLA, MARIA ELENA"	-22.247	-69.89	40	7.7	8	2	1			65	2		3		4			2	1			65	2		3		4		
	2007	11	25	16	2	17.9			"INDONESIA:  SUMBAWA ISLAND"	-8.277	118.339	35	6.5		3	1				3		2		3			3	1				3		2		3		
	2007	11	29	19	0	20.4	5441		"MARTINIQUE"	14.944	-61.274	156	7.4		1	1			102	3		1					1	1			102	3		1				
	2007	12	9	2	3	29.4			"BRAZIL:  MINAS GERAIS"	-15.048	-44.231	10	4.6		1	1			6	1		2	76	2			1	1			6	1		2	76	2		
	2007	12	20	7	55	15.8			"NEW ZEALAND:  OFF COAST NORTH ISLAND"	-39.011	178.291	20	6.6	7	1	1						1	3	1			1	1						1	3	1		
	2008	1	9	22	24	3.8			"ALGERIA:  ORAN"	35.616	-0.57	10	4.6		1	1						2					1	1						2				2
	2008	1	22	17	14	57.9			"INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI"	1.011	97.442	20	6.1		1	1			5	1		1					1	1			5	1		1				2
	2008	2	3	7	34	12.1			"CONGO:  BUKAVU"	-2.296	28.9	10	5.9		38	1			717	3		3	99	2	815	3	38	1			717	3		3	99	2	815	3
	2008	2	6	6	9	40.4			"INDIA:  WEST BENGAL"	23.433	87.111	10	4.3		1	1			50	1		2					1	1			50	1		2				3
	2008	2	14	2	7	46.7			"RWANDA:  GISENYI"	-2.404	28.918	10	4.9		1	1			109	3		1			5	1	1	1			109	3		1			5	1
	2008	2	20	8	8	30.5			"INDONESIA:  SUMATERA:  ACEH PROVINCE"	2.768	95.964	26	7.4		3	1			25	1							3	1			25	1						
	2008	5	12	6	28	0.5	3586		"CHINA:  SICHUAN PROVINCE"	30.98	103.396	10	7.9	9	87652	4			374171	4	86000	4	5360000	4	5360000	4	87652	4			374171	4	86000	4	5360000	4	21000000	4
	2008	5	24	19	20	42.4			"COLOMBIA:  META, QUETAME"	4.33	-73.764	9	5.6		6	1						1				2	6	1						1				2
	2008	5	25	8	21	48.7			"CHINA:  SICHUAN PROVINCE"	32.57	105.424	10	6		8	1			927	3		4	400000	4	400000	4	8	1			927	3		4	400000	4		
	2008	6	6	20	2	56.8			"ALGERIA:  ORAN"	35.883	-0.658	4	5.5		1	1			30	1		2		2		2	1	1			30	1		2		2		
	2008	6	8	12	25	29.7			"GREECE:  ACHAIA, ILEIA"	37.963	21.525	16	6.3		2	1			240	3		3	1156	4			2	1			240	3		3	1156	4		
	2008	6	13	23	43	45.3			"JAPAN:  HONSHU:  TOKYO"	39.03	140.881	8	6.9		13	1			357	3		3			614	3	13	1			357	3		3			614	3
	2008	7	8	9	13	7.4			"PERU:  AREQUIPA"	-15.986	-71.748	123	6.2		1	1						1				2	1	1						1				2
	2008	7	23	15	26	19.9			"JAPAN:  HONSHU:  N"	39.802	141.464	108	6.8		1	1			200	3		2	90	2	90	2	1	1			200	3		2			90	2
	2008	7	24	7	9	30			"CHINA:  SICHUAN PROVINCE"	32.747	105.542	10	5.6		1	1			17	1		3	1200	4	1200	4	1	1			17	1		3	1200	4		
	2008	8	5	9	49	17.2			"CHINA:  SICHUAN PROVINCE"	32.756	105.494	6	6		4	1			29	1		1					4	1			29	1		1				1
	2008	8	21	12	24	29.5			"CHINA:  YUNNAN PROVINCE"	25.044	97.684	1	6		5	1			127	3		3					5	1			127	3		3				
	2008	8	30	8	30	54			"CHINA:  SICHUAN PROVINCE"	26.272	101.937	17	5.9		43	1			589	3		4	392000	4	392000	4	43	1			589	3		4	392000	4		
	2008	9	9	3	7	27.5			"INDONESIA:  SUMATRA:  SOUTHERN"	-3.935	103.058	25	5.4		2	1						2					2	1						2			113	3
	2008	9	10	11	0	34			"IRAN:  HORMOZGAN PROVINCE"	26.743	55.828	12	6.1		7	1			45	1		3		3		3	7	1			45	1		3		3		3
	2008	9	16	21	47	14.5			"INDIA:  MAHARASHTRA"	17.438	73.915	10	5		1	1			20	1		3					1	1			20	1		3			1500	4
	2008	10	5	15	52	49.4			"KYRGYZSTAN: NURA"	39.533	73.824	27	6.6		74	2			140	3		2		2			74	2			140	3		2		2		
	2008	10	6	8	30	45.5			"CHINA:  TIBET (XIZANG PROVINCE)"	29.807	90.35	12	6.3		9	1			19	1		2		3			9	1			19	1		2		3		
	2008	10	11	9	6	10.7			"RUSSIA:  CAUCASUS:  CHECHNYA"	43.372	46.254	16	5.7		13	1			100	2		3			1027	4	13	1			100	2		3			1027	4
	2008	10	28	23	9	57.6			"PAKISTAN:  QUETTA"	30.639	67.351	15	6.4	6	215	3			320	3		4	3487	4	3487	4	215	3			320	3		4	3487	4	4125	4
	2008	11	16	17	2	32.7	3623		"INDONESIA:  MINAHASSA PENINSULA"	1.271	122.091	30	7.3		6	1			77	2		3			1000	3	6	1			77	2		3			1000	3
	2008	11	22	22	27	55.1			"CZECH REPUBLIC:  KARVINA"	49.914	18.455		4.1		2	1			3	1		1					2	1			3	1		1				
	2008	12	9	18	53	11.1			"CHINA:  SICHUAN PROVINCE"	32.518	105.395	25	4.5		2	1			3	1							2	1			3	1						
	2009	1	3	19	43	50.6	3647		"PAPUA NEW GUINEA:  NEAR NORTH COAST"	-0.414	132.885	17	7.6		5	1			250	3		3			840	3	5	1			250	3		3			840	3
	2009	1	8	19	21	35.6			"COSTA RICA:  LA PAZ"	10.165	-84.197	14	6.1		23	1	17	1	100	2		3	518	3			23	1	17	1	100	2		3	518	3		
	2009	4	6	1	32	39			"ITALY:  L'AQUILA"	42.334	13.334	9	6.3		309	3			1500	4	2500	4	15000	4			309	3			1500	4	2500	4	15000	4		
	2009	4	7	17	47	37			"ITALY:  L'AQUILA"	42.275	13.464	15	5.5		1	1						1				1	1	1						1				1
	2009	4	16	21	27	51.3			"AFGHANISTAN:  NANGARHAR"	34.185	70.076	6	5.4		19	1			51	2		2	200	3	200	3	19	1			51	2		2	200	3		
	2009	5	28	8	24	45	4356		"HONDURAS:  NORTHERN; BELIZE"	16.72	-86.236	10	7.3		7	1			40	1		2	135	3	25	1	7	1			40	1		2	135	3	25	1
	2009	6	13	17	17	38.2			"KAZAKHSTAN:  TEKELI"	44.724	78.864	15	5.4		1	1						1				2	1	1						1				2
	2009	8	8	13	26	17.5			"CHINA:  CHONGQING PROVINCE:  RONGCHANG"	29.358	105.438	10	3.4		2	1			1	1		2	440	3	440	3	2	1			1	1		2	440	3		
	2009	8	10	20	7	9.1	4418		"JAPAN:  HONSHU:  S COAST"	34.743	138.264	40	6.4		1	1			123	3		3			5192	4	1	1			123	3		3			5192	4
	2009	9	2	7	55	1	5734		"INDONESIA:  JAVA"	-7.782	107.297	46	7		81	2			1297	4		3			54000	4	81	2			1297	4		3			54000	4
	2009	9	21	8	53	5.9			"BHUTAN:  TASHIGANG"	27.332	91.437	14	6.1		11	1						3		3		3	11	1				3		3		3		
	2009	9	30	10	16	9.2	4441		"INDONESIA:  SUMATRA:  PADANG"	-0.72	99.867	81	7.5		1117	4			1214	4	2200	4		3	181665	4	1117	4			1214	4	2200	4		3	181665	4
	2009	10	1	1	52	27.3			"INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI"	-2.515	101.501	10	6.6		3	1					10	3		3		3	3	1					10	3		3		
	2009	10	22	19	51	27.5			"AFGHANISTAN:  HINDU KUSH"	36.517	70.95	18	6.1		5	1						1					5	1						1				
	2009	11	8	19	41	43.3			"INDONESIA:  SUMABAWA:  BIMA"	-8.207	118.631	18	6.6		2	1			200	3	2.43	2					2	1			200	3	2.43	2				2
	2009	12	6	21	51	59.8			"SOUTH AFRICA:  CARLETONVILLE"	-26.414	27.494	2	3.5		2	1			3	1							2	1			3	1						
	2009	12	8	3	8	57.2			"MALAWI:  KARONGA"	-9.948	33.878	8	5.9		1	1			15	1		3					1	1			15	1		3			3000	4
	2009	12	19	23	19	15.5			"MALAWI:  KARONGA"	-10.108	33.818	6	6		3	1			250	3		3	1111	4	1111	4	3	1			250	3		3	1111	4	3565	4
	2010	1	10	0	25	4.2			"INDONESIA:  JAVA:  GARUT"	-7.907	107.879	65	5.1		1	1			2	1							1	1			2	1						
	2010	1	12	21	53	10	4622		"HAITI:  PORT-AU-PRINCE"	18.457	-72.533	13	7		316000	4			30000	4	8000	4	97294	4	188383	4	316000	4			300000	4	8000	4	97294	4	188383	4
	2010	1	17	9	37	26.1			"CHINA:  GUIZHOU PROVINCE"	25.558	105.804	27	4.4		7	1	1		9	1							7	1	1	1	9	1						
	2010	1	30	21	36	58			"CHINA:  SICHUAN PROVINCE: MOXI"	30.268	105.668	10	4.7		1	1			15	1		2	200	3	200	3	1	1			15	1		2	200	3		
	2010	2	27	6	34	11.5	4682		"CHILE:  MAULE, CONCEPCION, TALCAHUANO"	-36.122	-72.898	23	8.8	9	402	3			12000	4	30000	4			500000	4	558	3			12000	4	30000	4			500000	4
	2010	2	27	15	45	37			"ARGENTINA:  SALTA"	-24.872	-65.602	10	6.3		2	1			2	1							2	1			2	1						
	2010	3	8	2	32	34.7			"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI"	38.864	39.986	12	6.1		51	2			100	2		2	287	3	287	3	51	2			100	2		2	287	3	700	3
	2010	4	4	22	40	43.1			"MEXICO:  BAJA CALIFORNIA"	32.297	-115.278	4	7.2		2	1			233	3	1150	4				3	2	1			233	3	1150	4				3
	2010	4	13	23	49	38.3			"CHINA:  QINGHAI PROVINCE:  YUSHU"	33.165	96.548	17	6.9		2220	4	70	2	12135	4	500	4	15000	4			2220	4	70	2	12135	4	500	4	15000	4		
	2010	4	18	20	28	50.2			"AFGHANISTAN:  SAMANGAN PROVINCE"	35.633	67.658	13	5.6		11	1			70	2		4	2000	4			11	1			70	2		4	2000	4		
	2010	5	14	12	29	22.3			"ALGERIA:  NORTHERN:  BENI YELLMAN"	35.9	4.12	2	5.2		2	1			43	1							2	1			43	1						
	2010	6	16	3	16	27.5			"INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN"	-2.174	136.543	18	7	6	17	1						3	2556	4			17	1						3	2556	4		
	2010	6	30	7	22	27.6			"MEXICO:  SAN ANDRES HUAXPALTEPEC"	16.396	-97.782	20	6.2		1	1											1	1										
	2010	7	20	19	38	9.5			"IRAN:  FARSINAJ"	27.022	53.861	10	5.8		1	1			32	1		2				3	1	1			32	1		2				3
	2010	8	27	19	23	49.5			"IRAN:  DAMGHAN-TORUD"	35.49	54.47	7	5.7		3	1			200	3		3	700	3			3	1			200	3		3	700	3		
	2010	9	27	11	22	46			"IRAN:  SHIRAZ"	29.647	51.665	27	5.8		1	1			3	1		1		1			1	1			3	1		1		1		
	2010	10	10	21	44	25.9			"PAKISTAN:  KHANPUR, HARIPUR"	33.869	72.887	33	5.2		1	1			15	1		2			100	1	1	1			15	1		1			100	2
	2010	11	3	0	56	55			"BALKANS NW: SERBIA:  KRALJEVO"	43.76	20.673	1	5.5	6	2	1			100	2		3	1000	3	5000	4	2	1			100	2		3	1000	3	5000	4
	2010	12	20	18	41	59.2			"IRAN:  KERMAN"	28.412	59.18	12	6.5		7	1			25	1		3		3	1800	4	7	1			25	1		3		3	1800	4
	2011	1	18	20	23	23.4			"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN"	28.777	63.951	68	7.2		3	1				2		2	200	3	200	3	3	1				2		2			200	3
	2011	2	4	13	53	46.2			"MYANMAR (BURMA):  MONYWA"	24.618	94.68	85	6.3		1	1						1		2			1	1						1		2		
	2011	2	21	23	51	42.3	5407		"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON"	-43.583	172.68	6	6.1		185	3			1500	4	15000	4	100000	4			185	3			1500	4	15000	4	100000	4		
	2011	3	10	4	58	16			"CHINA:  YUNNAN PROVINCE:  PINGYUAN"	24.719	97.969	26	5.5		25	1			250	3		3	1039	4	12528		25	1			250	3		3	1039	4	12528	4
	2011	3	11	5	46	24.1	5413		"JAPAN:  HONSHU"	38.297	142.372	30	9.1		1475	4			6157	4	4401.709	4	2473	4	5618	4	18428	4			6167	4	220136.6	4	123661	4	280920	4
	2011	3	24	13	55	12			"MYANMAR:  TACHILEK"	20.687	99.822	8	6.8		104	3			123	3	3.6	2			10104	4	104	3			123	3	3.6	2			10104	4
	2011	4	7	14	32	43.2	5429		"JAPAN: NEAR E COAST HONSHU"	38.276	141.588	42	7.1		3	1			132	3		1					3	1			132	3		1				
	2011	4	11	8	16	12.7			"JAPAN:  HONSHU"	37.001	140.401	11	6.6		7	1						1	3	1			7	1						1	3	1		
	2011	5	11	16	47	25.7			"SPAIN:  LORCA"	37.699	-1.672	1	5.1		10	1				3		1		1		1	10	1				3		1		1		
	2011	5	19	21	12	51			"TURKEY:  SIMAV"	39.12	29.04	7	4.3		2	1			125	3		1				2	2	1			125	3		1				2
	2011	6	13	2	20	49.3			"NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY"	-43.564	172.743	6	6		1	1			45	1	3000	4	100	2			1	1			45	1	3000	4	100	2		
	2011	7	19	19	35	43.4			"UZBEKISTAN:  FARGONA, VIOLYATI"	40.081	71.41	20	6.1		14	1			86	2		1		2			14	1			86	2		1		2		
	2011	9	5	17	55	11.2			"INDONESIA:  SUMATRA"	2.965	97.893	91	6.7		10	1						1				2	10	1						1				2
	2011	9	18	12	40	51.8			"INDIA:  SIKKIM"	27.73	88.155	50	6.9		111	3			177	3	22.3	3	6000	4	6000	4	111	3			177	3	22.3	3		4	6000	4
	2011	9	19	18	33	55.8			"GUATEMALA:  CUILAPA SANTA ROSA"	14.186	-90.238	9	5.6		1	1						1					1	1						1				
	2011	10	23	10	41	22.9			"TURKEY:  ERCIS, VAN"	38.722	43.513	16	7.1		604	3			2608	4	1500	4	5739	4	4882	4	604	3			2608	4	1500	4	5739	4	4882	4
	2011	10	28	18	54	34			"PERU:  SAN VICENTE DE CANETE"	-14.438	-75.966	24	6.9		1	1			103	3		2	134	3			1	1			103	2		2	134	3		
	2011	10	29	0	43	55.1			"INDIA:  SIKKIM"	27.449	88.684	10	3.5		2	1											2	1										
	2011	11	9	19	23	33.2			"TURKEY:  VAN"	38.429	43.229	5	5.7		40	1						1		1			40	1						1		1		
	2011	12	11	1	47	25.9			"MEXICO:  GUERRERO"	17.844	-99.963	54	6.4		2	1			5	1		2			70	2	2	1			5	1		2			70	2
	2012	2	6	3	49	12.5			"PHILIPPINES:  NEGROS ORIENTAL PROVINCE"	9.999	123.206	11	6.7		51	2	62	2	112	3	9	3	15000	4			51	2	62	2	112	3	9	3	15000	4		
	2012	3	20	18	2	47.4	5447		"MEXICO:  GUERRERO, OAXACA"	16.493	-98.231	20	7.4	8	2	1			13	1	600	4	800	3			2	1			13	1	600	4	800	3		
	2012	3	25	22	37	6			"CHILE:  PARRAL, SANTIAGO"	-35.2	-72.217	41	7.2		1	1			14	1		1				2	1	1			14	1		1				2
	2012	4	11	8	38	36.7	5449		"INDONESIA:  N SUMATRA:  OFF WEST COAST"	2.327	93.063	20	8.6		10	1			12	1		1				2	10	1			12	1		1				2
	2012	4	17	3	50	15.6			"CHILE:  VALPARAISO"	-32.625	-71.365	29	6.7		2	1						1				2	2	1						1				2
	2012	5	12	23	48	43.5			"TAJIKISTAN"	38.612	70.354	10	5.7		1	1						2		3			1	1						2		3		
	2012	5	20	2	3	52			"ITALY:  EMILIA ROMAGNA:  MIRANDOLA"	44.89	11.23	6	6.1		7	1				1		4				3	7	1			50	1		4				3
	2012	5	29	7	0	3			"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO"	44.851	11.086	10	5.9		17	1			350	3	15800	4					17	1			350	3	15800	4				
